Komentar,Skor
"Assalamu'alaiqum, terimakasih Tokopedia, skill acodemy dan kartu prakerja,meting yang di sampaikan sangat jelas dan mudah di pahami, semoga demoga ilmu yang di berikan bermanfaat. Sukses selalu Tokopedia, terimakasih. Sofian",1
"Cukup 1 bintang aja,,untuk aplikasi tai,,transaksi dibatalin karna barang gak dikirim,,tp ongkir masih di potong dari saldo penjualan..jgn jualan di tokped....merugikan penjual,....",0
"Makasih buat tokped karna yg saya cari semua ada di sini ini aplikasi terpercaya barang barang original ,barang distro original di sini tempatnya thank you tokped",1
"Baru kali ini saya mengalami kejadian cashback tidak saya dapatkan. Padahal sebelum cek out ada keterangan cashback ovo poin 20rb, tetapi setelah pesanan selesai saya tidak mendapatkan cashback ovo poin. Mendingan di info dari awal sebelum cek out, misal di block aja (cashback tidak bisa digunakan) biar tidak mengecewakan. Sayangnya tidak bisa kirim gambar bukti transaksi.",0
"Sangat membantu, gk perlu repot keluar kota untuk belanja keperluan",1
"Saya mendukung aplikasi Tokopedia ini, udh barangnya murah, ngadain artis korea tiap bulan, kan buat para kpopers yg gk bisa nonton konser bisa liat di Tokopedia ini, terima kasih, Tokopedia makin majuuu",1
lebih mudah simple transaksi di toped...kereen bayar apa aja bisa..,1
"Saya belanja dan sesaat setelah pembayaran malah refund, gak termasuk biaya admin. Dicairin cuma bisa via bank. Nyusahin. Kalau sekiranya pembayaran ditolak kenapa gak dikasih tau sebelum pembayaran aja? Nyari duit tuh susah bangke",0
Yang tidak ada ..... Semuanya ada di Tokopedia Download aplikasi segera ! Rasakan sensasinya. Terimakasih Tokopedia Sudah bikin semuanya jadi indah dan mudah.,1
Terima kasih tokopedia disini saya bisa beli pelatihan di scill academy . Dan terdapat banyak materi pelatihan yg menarik dan sangat membantu . Sukses terus tokopedia .,1
"Belum ada jawaban/konfirmasi dr pihak Tokopedia mengenai barang yang di reture harus menunggu di pusat resolusi , dan menunggu kabar / konfirmasi dr ekspedisi / kurir tersebut Sudah kami infokan mengenai paket nya yang sudah di reture sudah kami terima dan kami kirim bukti screenshot an nya , kalau paket sudah berada di kami Namun 4harian /mggu memang tidak di hitung Tp pembeli sudah menanyakan kapan uang kembali lagi 100% ke akunnya Mohon di percepat pelayanan mengenai returan",0
semoga selalu menjadi yang terbaik dalam pelayanan media belanja online.,1
"Terimakasih tokopedia, saya sudah mengikuti pelatihan di skill academy yg saya beli ditokopedia. Materi2 nya samgat bagus dan jelas untuk saya yg ingin membuka usaha dimasa pandemi. Mudah2an bisa cepat mendapatkan sertifikatnya. Terimakasih tokopedia, skill academy dan ruang guru",1
Saya sangat puas belanja di tokopedia pengirimannya cepat dan sesuai dengan yang digambar saya tidak rugi belanja di tokopedia dan kualitasnya bagus terima kasih tokopedia,1
"sempet sih ada mslh sama 1 seller, tp tetep tokped byk manfaatnya. thx",1
"Selama 3 tahun ini saya belum mengalami kendala transaksi di Tokopedia, beli apapun nyarinya di tokopedia. diskon sm gratis ongkir ga bohong. Apalagi akhir2 ini selalu nungguin momen WIB tiap akhir bulan Sukses buat Tokopedia",1
"Halo Toped Alangkah lebih mudah Jika Topers yg Belanja Lebih dari satu jenis barang sekaligus, ongkirnya satu aja ... Karena saat ingin Belanja Lebih dari 1 atau 2 jenis barang sekaligus, Ongkir pada setiap barang itu sangat membebani khususnya Topers yg berada diluar Jawa... Trima Kasih",1
Nyesel pokoknya udah boro² kehujanan untuk bayar pesenan... E malahan setelah di bayar langsung di batalin.... Pokoknya kecawa...,0
Toko pedia mantap dan terulah berkarya dan berikan kepercayaan kepada pelanggan mu,1
"Masak ada pembatalan casback..padahal saya hanya punya 1 akun tokped.. Saya pngguna baru,mau pake kode promo ga bisa,di sangka saya melanggar aturan dan penipuan,system aneh.. Mending belanja di toko merah atau orange..",0
Live chat tokoped gak asik pake robot.. Sudah terhubung dgn cs Masak di suruh antri lagi! Saya kesulitan untuk verifikasi toko akibat ktp buram.. sudah 1 taun toko saya tak terverifikasi min.. pelayanan tak memuaskan,0
"Aplikasi yang sangat bagus dan terpercaya di Indonesia terlebih lagi di dalamnya sudah ada program pelatihan online skill academy yang membatu dalam program prakerja selain itu Tokopedia juga sebagai Platform Belanja Online yang amanah, hampir semua produk Real Pict. Terima Kasih TOKOPEDIA.",1
Sangat membantu dan menyenangkan dengan adanya aplikasi tokopedia.,1
Kekurangn di aplikasi tokped itu rata karena proses pngmasan dan pengiriman yg sangat lama sangat berbeda dgn apk sh**pe yg sangat cepat pengemasan dan pengirimanya.. Mungkin itu yg hrus dbnahi tokped. Tks,0
"Cas back semakin kecil. Dan itupun harus pake ovocash. Promo kurang menarik lagi makin kesini. Padahal awalnya langganan di olshop sini. Makin kesini makin jauh dr harapan utk kemudahan membeli, sedikit potongan voucher dan cash back dibawah 5% tak membantu banyak utk pembeli",1
"Udah bagus kok, cuma sebaiknya diberi fitur agar kita bisa bertanya pada orang yang telah membeli barang yang ingin kita beli. Agar ada interaksi antar pelanggan. Karena sejujurnya pelanggan lebih tau deskripsi produk.",1
"Saya kecewa pertama kali pesan tapi malah kena pembatalan dari pihak Tokopedia,pemberitahuan tentang apa saja yang bisa membuat Tokopedia membatalkan pun banyak sekali tidak bisa rinci tentang bagaian apa yang bermasalah sehingga terjadi pembatalan. Tolong di cek menggenai pesanan saya,terimakasih",0
"Terima kasih skil academy ,toko pedia dan kartu prakerja ,di sini saya mendapatkan banyak ilmu pengetahuan yg belom saya ketahui ,penyampainnya sangat mudah di pahami dan di mengerti ,semoga selalu sukses dan maju trus toko pedia ...",1
sistem membatalkan pesanan setelah melakukan pembayaran yang tentunya pakai biaya admin...seharusnya di batalkan sblm melakukan pembayaran biar tidak ada pihak yg di rugikan baik itu waktu maupun biaya,0
Kecewa dengan tokopedia . Sy sdh berapa kali menulis ulasan di akun prakerja tp tetap d nyatakn belum memberi ulasan. Dan akhirnya sy tdk dpt sertifikt smpai skrg,0
"kenapa tiba2 no saya gak bisa padahal baru satu hari masuk dan ada tulisan""no anda telah digunakan semua orang""...mohon bantuannya pihak tokopedia sekian terima hasih🖐🖑🖐",0
Lovveee bangetttttt ada aplikasi ni jadi terbantu jualan nyaa juga cepat pengirimannya juga pokonya ilove u tokopedia sama sicepattttt luar biasa ssmoga makin sukses dan berkembang,1
"Ini gara2 ada kurir anteraja terpaksa saya kasih bintang 2, kalau bisa anteraja blacklist dari tokopedia saja. Pengiriman lambat dan muter2, Seller juga kesulitan kontak cs nya.",0
Tokped jadi jelek di pengiriman barang lama banget belasan hari belum nyampe ga kek dulu 2-3 hari dah nyampe,0
"Apk ini bagus banget,kalau kalian gak donwload kalian bakal nyesel😊",1
Kok skrng Tokopedia kaya yang nge bug min barang pesanan di lacak disitu aja ga ada update perjalanannya,0
Bagus karena ssngat membantu dlm kehidupan sehari hari,1
"Nyesal banget! Katanya ada promo pengguna baru, tapi saat udah bayar, dibatalkan sm pihak Toped karena melanggar S&K. Padahal baru belanja pertama kali 😅 Supaya apa coba? Apakah supaya uang saya tertahan di Toped, bisa diputar, atau dibungakan ???",0
"SELAMA ANDA MASIH MENCANTUMKAN JASA PENGIRIMAN ""ANTERAJA"" JANGAN HARAP ANDA MENDAPAT BINTANG 5, KARENA JASA PENGIRIMAN ITU PALING SAMPAH DAN TIDAK JELAS, BAIK ITU DARI CUSTOMER SERVICE MAUPUN PENGIRIMANNYA, SUDAH JELAS BANYAK KELUHAN DAN MASALAH YANG BERSELIWERAN DI INTERNET TENTANG KELUHAN KONSUMEN!",0
"kenapa y...saya beli untuk yg pertama kali sudah bayar,langsung di batalkn olwh tokopedia? si keteranganya,terindimasi manipulasi, mwlanggar s&k.yg bener saja,,segitunya sama member baru....,,,y sudah lah...saldo yg di refund langsung saya tarik lagi,,kecewa daftar di sini...👎👎",0
tokopedia memang top terbaik ! semoga bermanfaat untuk semua orang,1
"Baru pertama kali pake tokopedia biasanya pakai Bukalapak, sampai sekarang barangku belum diterima, respon lambat sudah komplain hampir 1 minggu blm ada kejelasan! Tidak bisa hubungi customer service! Lebih baik pakai Bukalapak yg recommended.",0
"Toko pedia toko yg dapat dipercaya, saya beli di toko pedia nga pernah kecewa..... 👍👍👍👍👍👍👍👍",1
Min tolong tanggapannya. Ini aku udah Belig pembelajaran buat prakerja dan itu berhasil. Tapi ditransaksi tokoednya gk ada gimana aku mau nyalon kode pembeliannya kalo transaksinya gak ada. Kecewa banget sih dari tadi nyoba jua gak muncul2 mohon responnya 😭,0
"Pengiriman nya lama lama banget, ga kaya JD.ID LAZADA cepet banget, shopee",0
Tolong dong kalo kita pesan sesuatu barang itu selalu terlambat padahal tanggal yng di janjikan misalkan 10 baru nyampe tanggal 25 cepek nungguin Khawatir barangnya ilang juga....,0
Sambil menunggu..barang pesanan datang enak cuy...tinggal bayar deh,1
"Hallo,saya peserta kartu prakerja dan saya memilih aplikasi tokopedia sebagai lembaga prakerja,,aplikasi ini sangat membantu saya menemukan pelatihan yang saya minati,,terimakasih tokopedia",1
"Sejauh ini sudah sangat baik 👍🏻👍🏻, tapi sedikit saran dari Saya, dimohon untuk menambahkan nada notifikasi masuk khusus Marketplace Tokopedia, biar tidak kalah dengan nada notifikasi masuk dari Marketplace sebelah. Ditunggu update kedepannya 🙏🏻😇",1
"Hallo Tokopedia,Kenapa ya sertifikat pelatihan saya dr skiill academy belum masuk ke dashboard prakerja saya. Saya sudah menyelesaikan pelatihan,Sudah lama sekali blm masuk. Tolong dong dibantu. Biar saya bisa membeli pelatihan berikutnya..",1
"Beol (belanja online) gak sehat menurut akal..membuat tubuh mubajir gak gerak..jauh dari persaudaraan mengenal manusia di sebabkan kurangnya komunikasi...rentan penipuan ..dll, pokoknya beol batil..saya download cuam ingin memberi ulasan saja",0
"Menu nya susah dipahami serta tampilan kurang sederhana ribet, pengembalian dana susah dan ribet ,, serta Tokopedia care ribet gak membantu comsumen nyesel beli di sini serba ribet dan susah,, Tokopedia care gak bisa membantu karena gak live chat seperti toko sebelah,, tolong dong produk Indonesia lebih diperbaiki lagi jangan sampai kalah dengan luar hal hal kecil tolong diperhatikan",0
Kak maaf kalok emang gk bisa kirim hewan gk usah anda jualan hewan pesanan saya kan jadi di batalkan gimana sih KECEWA SAYA!!! kalok emang gk bisa mengirim hewan gk usah jualan hewan kakak :),0
"gimana ini tokopedia,sinyal saya 4G,internet lancar lancar aja,tapi pas buka tokopedia malah gagal koneksi terus. Malah kejadiannya sesudah saya pesen barang di tokped. Atasi segera!!!!",0
Setelah di update aplikasinya jadi lebih rapih dan user friendly banget,1
"Mohon kasih hadiah tanpa harus keluar uang lagi pak ,cash back kadang nggak terpakai semua pak Mohon kasih hadiah yg bisa kami nikmati langsung pak tinggal klaim aja ,contoh Kayak Pulsa pak ,biar pelanggan tokopedia lebih banyak lagi pak",0
"Tokopedia sangat membantu dalam hal belanja, sangat mudah dan baik",1
